"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 19 06:11:49 GMT 2021","Thu Aug 19 06:12:21 GMT 2021","31801","","repeateddatainput.RepeatedDataInputTest","","repeateddatainput.RepeatedDataInputTest","repeatedDataInputTest","Tc7, Ismételt és sorozatos adatbevitel adatforrásból",""
"skipped","Thu Aug 19 06:18:58 GMT 2021","Thu Aug 19 06:18:58 GMT 2021","0","","registration.RegistrationTest","","registration.RegistrationTest","successfulRegistrationTest","Tc1, Regisztráció",""
"broken","Thu Aug 19 06:12:53 GMT 2021","Thu Aug 19 06:18:25 GMT 2021","331748","","newdatainput.NewDataInputTest","","newdatainput.NewDataInputTest","successDataEntry","Tc6, Új adat bevitel",""
"passed","Thu Aug 19 06:18:50 GMT 2021","Thu Aug 19 06:18:53 GMT 2021","3132","","datalist.DataListTest","","datalist.DataListTest","creatDataList","Tc4, Adatok listázása",""
"passed","Thu Aug 19 06:11:40 GMT 2021","Thu Aug 19 06:11:49 GMT 2021","9501","","privacypolicy.PrivacyPolicyTest","","privacypolicy.PrivacyPolicyTest","privacyPolicyTest","Tc3, Adatkezelési nyilatkozat kezelése és adat lementése",""
"passed","Thu Aug 19 06:12:21 GMT 2021","Thu Aug 19 06:12:53 GMT 2021","31639","","udateaddress.UpdateAddressTest","","udateaddress.UpdateAddressTest","updateTest","Tc8, Meglévő adat módosítás",""
"passed","Thu Aug 19 06:18:53 GMT 2021","Thu Aug 19 06:18:58 GMT 2021","4616","","login.LoginTest","","login.LoginTest","successLogin","Tc2, Bejelentkezés",""
"passed","Thu Aug 19 06:11:16 GMT 2021","Thu Aug 19 06:11:40 GMT 2021","23572","","logout.LogoutTest","","logout.LogoutTest","signoutTest","Tc9, Kijelentkezés",""
"broken","Thu Aug 19 06:18:25 GMT 2021","Thu Aug 19 06:18:50 GMT 2021","25328","","newdatainput.NewDataInputTest","","newdatainput.NewDataInputTest","delete","Tc6, Adat törlése",""
"passed","Thu Aug 19 06:18:58 GMT 2021","Thu Aug 19 06:19:03 GMT 2021","4733","","multipagelist.MultiPageListTest","","multipagelist.MultiPageListTest","multiPageListTest","Tc5, Több oldalas lista bejárása",""
