"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Aug 19 07:24:43 GMT 2021","Thu Aug 19 07:25:33 GMT 2021","49739","","newdatainput.NewDataInputTest","","newdatainput.NewDataInputTest","successDataEntry","Tc6, Új adat bevitel",""
"broken","Thu Aug 19 07:23:09 GMT 2021","Thu Aug 19 07:23:38 GMT 2021","29056","","logout.LogoutTest","","logout.LogoutTest","signoutTest","Tc9, Kijelentkezés",""
"broken","Thu Aug 19 07:23:09 GMT 2021","Thu Aug 19 07:23:33 GMT 2021","24219","","privacypolicy.PrivacyPolicyTest","","privacypolicy.PrivacyPolicyTest","privacyPolicyTest","Tc3, Adatkezelési nyilatkozat kezelése és adat lementése",""
"passed","Thu Aug 19 07:23:38 GMT 2021","Thu Aug 19 07:24:43 GMT 2021","65101","","udateaddress.UpdateAddressTest","","udateaddress.UpdateAddressTest","updateTest","Tc8, Meglévő adat módosítás",""
"broken","Thu Aug 19 07:23:33 GMT 2021","Thu Aug 19 07:24:37 GMT 2021","63929","","repeateddatainput.RepeatedDataInputTest","","repeateddatainput.RepeatedDataInputTest","repeatedDataInputTest","Tc7, Ismételt és sorozatos adatbevitel adatforrásból",""
"passed","Thu Aug 19 07:26:20 GMT 2021","Thu Aug 19 07:26:58 GMT 2021","38381","","multipagelist.MultiPageListTest","","multipagelist.MultiPageListTest","multiPageListTest","Tc5, Több oldalas lista bejárása",""
"skipped","Thu Aug 19 07:25:30 GMT 2021","Thu Aug 19 07:25:30 GMT 2021","0","","registration.RegistrationTest","","registration.RegistrationTest","successfulRegistrationTest","Tc1, Regisztráció",""
"broken","Thu Aug 19 07:25:33 GMT 2021","Thu Aug 19 07:26:20 GMT 2021","46876","","newdatainput.NewDataInputTest","","newdatainput.NewDataInputTest","delete","Tc6, Adat törlése",""
"broken","Thu Aug 19 07:25:10 GMT 2021","Thu Aug 19 07:25:30 GMT 2021","20480","","login.LoginTest","","login.LoginTest","successLogin","Tc2, Bejelentkezés",""
"failed","Thu Aug 19 07:24:37 GMT 2021","Thu Aug 19 07:25:10 GMT 2021","32871","","datalist.DataListTest","","datalist.DataListTest","creatDataList","Tc4, Adatok listázása",""
