"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 08 11:42:40 GMT 2021","Sun Aug 08 11:42:50 GMT 2021","10074","","multipagelist.MultiPageListTest","","multipagelist.MultiPageListTest","multiPageListTest","multiPageListTest()",""
"passed","Sun Aug 08 11:39:04 GMT 2021","Sun Aug 08 11:39:30 GMT 2021","25336","","logout.LogoutTest","","logout.LogoutTest","signoutTest","signoutTest()",""
"passed","Sun Aug 08 11:41:46 GMT 2021","Sun Aug 08 11:41:59 GMT 2021","13509","","datalist.DataListTest","","datalist.DataListTest","creatDataList","creatDataList()",""
"passed","Sun Aug 08 11:39:30 GMT 2021","Sun Aug 08 11:39:52 GMT 2021","22120","","privacypolicy.PrivacyPolicyTest","","privacypolicy.PrivacyPolicyTest","privacyPolicyTest","privacyPolicyTest()",""
"passed","Sun Aug 08 11:40:29 GMT 2021","Sun Aug 08 11:40:59 GMT 2021","29210","","udateaddress.UpdateAddressTest","","udateaddress.UpdateAddressTest","updateTest","updateTest()",""
"broken","Sun Aug 08 11:42:10 GMT 2021","Sun Aug 08 11:42:40 GMT 2021","30080","","registration.RegistrationTest","","registration.RegistrationTest","successfulRegistrationTest","successfulRegistrationTest()",""
"passed","Sun Aug 08 11:39:52 GMT 2021","Sun Aug 08 11:40:29 GMT 2021","37516","","repeateddatainput.RepeatedDataInputTest","","repeateddatainput.RepeatedDataInputTest","repeatedDataInputTest","repeatedDataInputTest()",""
"broken","Sun Aug 08 11:40:59 GMT 2021","Sun Aug 08 11:41:46 GMT 2021","46931","","newdatainput.NewDataInputTest","","newdatainput.NewDataInputTest","successDataEntry","successDataEntry()",""
"broken","Sun Aug 08 11:38:07 GMT 2021","Sun Aug 08 11:38:42 GMT 2021","35207","","deletedata.DeleteDataTest","","deletedata.DeleteDataTest","deleteTest","deleteTest()",""
"passed","Sun Aug 08 11:38:43 GMT 2021","Sun Aug 08 11:39:04 GMT 2021","21894","","savetofile.SaveToFileTest","","savetofile.SaveToFileTest","saveTest","saveTest()",""
"passed","Sun Aug 08 11:41:59 GMT 2021","Sun Aug 08 11:42:10 GMT 2021","10668","","login.LoginTest","","login.LoginTest","successLogin","successLogin()",""
